method,k,mean_return,std_return,seed_count
PEARL-neural,0,-52.604212,0.000000,1
PEARL-neural,1,-53.728535,0.000000,1
PEARL-neural,2,-53.728535,0.000000,1
PEARL-neural,3,-53.728535,0.000000,1
PEARL-neural,5,-53.728535,0.000000,1
