method,k,mean_return,std_return,seed_count
PEARL-online-SAC-style,0,-55.246287,2.360463,3
PEARL-online-SAC-style,1,-46.243744,1.803568,3
PEARL-online-SAC-style,2,-46.243744,1.803568,3
PEARL-online-SAC-style,3,-46.243744,1.803568,3
PEARL-online-SAC-style,5,-46.243744,1.803568,3
