method,k,mean_return,std_return,seed_count
PEARL-probabilistic,0,-66.008326,0.000000,1
PEARL-probabilistic,1,-65.620294,0.000000,1
PEARL-probabilistic,2,-65.195604,0.000000,1
PEARL-probabilistic,3,-68.854839,0.000000,1
PEARL-probabilistic,5,-65.281437,0.000000,1
