method,k,mean_return,std_return,seed_count
PEARL-probabilistic,0,-49.681389,3.232161,3
PEARL-probabilistic,1,-51.127151,3.009126,3
PEARL-probabilistic,2,-51.127151,3.009126,3
PEARL-probabilistic,3,-51.127151,3.009126,3
PEARL-probabilistic,5,-51.127151,3.009126,3
