method,k,mean_return,std_return,seed_count
PEARL-online-SAC-style,0,-51.894010,0.000000,1
PEARL-online-SAC-style,1,-83.856813,0.000000,1
PEARL-online-SAC-style,2,-83.856813,0.000000,1
PEARL-online-SAC-style,3,-83.856813,0.000000,1
PEARL-online-SAC-style,5,-83.856813,0.000000,1
