method,k,mean_return,std_return,seed_count
PEARL-SAC-style,0,-55.275522,2.092053,3
PEARL-SAC-style,1,-47.623891,8.151519,3
PEARL-SAC-style,2,-47.623891,8.151519,3
PEARL-SAC-style,3,-47.623891,8.151519,3
PEARL-SAC-style,5,-47.623891,8.151519,3
