method,k,mean_return,std_return,seed_count
RL2-PPO,0,-69.926673,11.566395,3
RL2-PPO,1,-71.508503,13.393939,3
RL2-PPO,2,-71.570936,13.446748,3
RL2-PPO,3,-71.572432,13.448590,3
RL2-PPO,5,-71.572484,13.448647,3
